state,state_code,sector_name,age_band,gender_name,n_unweighted,adult_pop,upi_capable_rate,upi_capable_pop,unreliable,gap_pop
Haryana,06,Urban,35-44,Female,128.0,988566.4700000001,0.56950946353663,562997.9600000001,False,425568.51
Haryana,06,Urban,60+,Female,78.0,460803.84,0.09263783478887676,42687.87,False,418115.97000000003
Andhra Pradesh,28,Rural,15-24,Female,151.0,1797766.9900000002,0.7727704801165585,1389261.2600000002,False,408505.73
Uttarakhand,05,Rural,45-59,Female,70.0,453173.4,0.10844689913397387,49145.25,False,404028.15
West Bengal,19,Urban,15-24,Male,214.0,2130918.5999999996,0.8110099278311242,1728196.14,False,402722.45999999973
Bihar,10,Urban,15-24,Female,261.0,1059391.4400000002,0.6284753348582842,665801.39,False,393590.05000000016
Karnataka,29,Urban,15-24,Female,209.0,2569641.51,0.8473125537266091,2177289.51,False,392352.0
Telangana,36,Urban,60+,Female,76.0,542430.65,0.2783055677255701,150961.47,False,391469.18000000005
Madhya Pradesh,23,Urban,15-24,Female,329.0,1733149.37,0.7745877033091498,1342476.19,False,390673.18000000017
Telangana,36,Urban,45-59,Male,160.0,1254021.59,0.6924163323216787,868305.0299999999,False,385716.5600000002
Karnataka,29,Urban,25-34,Female,239.0,2798538.76,0.8623494784113692,2413318.44,False,385220.31999999983
Jammu & Kashmir,01,Rural,45-59,Female,101.0,530868.3099999999,0.27820603946014416,147690.77000000002,False,383177.5399999999
Delhi,07,Urban,35-44,Female,97.0,1044412.32,0.633391714490691,661522.1100000001,False,382890.20999999985
Rajasthan,08,Urban,15-24,Male,404.0,2175866.45,0.8245364783302762,1794081.2600000002,False,381785.18999999994
Telangana,36,Urban,35-44,Female,176.0,1273522.78,0.7012974985810619,893118.3400000001,False,380404.43999999994
Uttarakhand,05,Rural,60+,Female,60.0,378538.14,0.0,0.0,False,378538.14
Delhi,07,Urban,60+,Male,64.0,678469.3200000001,0.44430527824014204,301447.5,False,377021.82000000007
Karnataka,29,Urban,15-24,Male,196.0,2110114.98,0.8244616414220233,1739708.8599999999,False,370406.1200000001
Bihar,10,Urban,60+,Male,130.0,524377.61,0.299912252165,157267.27000000002,False,367110.33999999997
Uttarakhand,05,Rural,60+,Male,63.0,421389.66000000003,0.12933027355251195,54498.44,False,366891.22000000003
Delhi,07,Urban,25-34,Male,167.0,1897285.2099999995,0.8083077715026304,1533590.38,False,363694.8299999996
Jharkhand,20,Urban,45-59,Female,134.0,449574.78,0.2078105893751424,93426.4,False,356148.38
Uttarakhand,05,Rural,35-44,Female,75.0,560871.4099999999,0.3653674199581684,204924.14,False,355947.2699999999
Bihar,10,Urban,60+,Female,98.0,392584.81,0.10483232909597293,41155.58,False,351429.23
Delhi,07,Urban,45-59,Male,117.0,1198285.1199999996,0.707832773555596,848185.48,False,350099.63999999966
Haryana,06,Urban,45-59,Male,121.0,904246.98,0.6169250794733093,557852.6399999999,False,346394.3400000001
Haryana,06,Urban,25-34,Female,122.0,1084837.42,0.6810644031803403,738844.1500000001,False,345993.2699999998
Tamil Nadu,33,Urban,15-24,Male,179.0,2422694.29,0.8579169929029717,2078470.6000000003,False,344223.6899999997
Bihar,10,Urban,45-59,Male,213.0,801770.11,0.579669601302548,464761.76,False,337008.35
Kerala,32,Rural,35-44,Female,96.0,1188632.58,0.7189650817075871,854585.3200000001,False,334047.26
Jammu & Kashmir,01,Rural,35-44,Female,110.0,573491.4499999997,0.42631013941009954,244485.22,False,329006.22999999975
Odisha,21,Urban,60+,Female,83.0,378083.13999999996,0.13622368878971963,51503.87999999999,False,326579.25999999995
Haryana,06,Urban,60+,Male,76.0,460542.6,0.29766618766646125,137087.96,False,323454.64
Himachal Pradesh,02,Rural,60+,Male,61.0,464143.13999999996,0.30443666580960355,141302.19000000003,False,322840.94999999995
Chhattisgarh,22,Urban,45-59,Female,189.0,396148.64,0.19783930092502652,78373.77,False,317774.87
West Bengal,19,Urban,25-34,Male,211.0,2012360.4800000002,0.8476137436370247,1705704.4000000001,False,306656.0800000001
Tamil Nadu,33,Rural,25-34,Male,191.0,2762580.9699999993,0.8896659271492776,2457774.16,False,304806.8099999991
Jharkhand,20,Urban,35-44,Female,133.0,467025.07000000007,0.35791241356700615,167154.07,False,299871.00000000006
Punjab,03,Urban,25-34,Male,132.0,1267760.95,0.7637555723734826,968259.49,False,299501.45999999996
Delhi,07,Urban,35-44,Male,131.0,1487077.92,0.8005222281829053,1190438.9300000002,False,296638.98999999976
Karnataka,29,Rural,15-24,Male,267.0,2726852.8800000004,0.8930933413613423,2435334.15,False,291518.73000000045
Odisha,21,Urban,35-44,Female,120.0,631078.43,0.5439268776782625,343260.52,False,287817.91000000003
Madhya Pradesh,23,Urban,35-44,Male,320.0,1683154.48,0.8307074404721307,1398208.9500000002,False,284945.5299999998
Punjab,03,Urban,35-44,Male,136.0,1225127.73,0.7702065889897048,943601.4500000001,False,281526.2799999999
Maharashtra,27,Urban,25-34,Male,437.0,4736471.690000001,0.940996818245524,4457004.790000001,False,279466.9000000004
Andhra Pradesh,28,Urban,25-34,Female,132.0,1482964.85,0.8118411100573287,1203931.83,False,279033.02
Punjab,03,Urban,15-24,Female,92.0,695168.5599999998,0.5987877530019482,416258.4199999999,False,278910.1399999999
Haryana,06,Rural,35-44,Male,132.0,1174382.6800000002,0.76341394953134,896540.12,False,277842.5600000002
Jharkhand,20,Urban,45-59,Male,143.0,499120.0700000001,0.45443886878762446,226819.56,False,272300.5100000001
Jammu & Kashmir,01,Rural,45-59,Male,123.0,660644.6199999999,0.601821975027966,397590.45,False,263054.16999999987
Tamil Nadu,33,Urban,15-24,Female,180.0,1944287.6400000001,0.865236966686678,1682269.54,False,262018.1000000001
Odisha,21,Urban,60+,Male,77.0,316128.62,0.17318574319528554,54748.97000000001,False,261379.65
Jharkhand,20,Urban,60+,Female,89.0,278184.94,0.08317689663574167,23138.559999999998,False,255046.38
Telangana,36,Rural,35-44,Male,139.0,1472332.5300000003,0.8279554279765861,1219025.71,False,253306.8200000003
Bihar,10,Urban,35-44,Male,209.0,821389.6900000001,0.6932056208302297,569391.95,False,251997.7400000001
Odisha,21,Urban,25-34,Female,124.0,591995.03,0.5748218865959059,340291.69999999995,False,251703.33000000007
Gujarat,24,Urban,25-34,Male,249.0,3001839.7800000003,0.9161879752289778,2750249.5100000002,False,251590.27000000002
Jharkhand,20,Urban,25-34,Female,166.0,563722.6699999999,0.557107912654994,314054.36,False,249668.30999999994
Delhi,07,Urban,15-24,Female,81.0,828395.16,0.6989452835528397,579002.89,False,249392.27000000002
Bihar,10,Urban,15-24,Male,327.0,1342382.17,0.81449276847889,1093360.5699999998,False,249021.6000000001
Kerala,32,Rural,35-44,Male,84.0,1064346.27,0.7668705786886443,816215.8400000001,False,248130.42999999993
Tripura,16,Rural,45-59,Female,116.0,270650.14,0.08617867332342778,23324.269999999997,False,247325.87000000002
Himachal Pradesh,02,Rural,45-59,Female,80.0,471682.06,0.47727833871824593,225123.63,False,246558.43
Uttarakhand,05,Rural,45-59,Male,83.0,523120.1,0.5306297158147814,277583.07,False,245537.02999999997
Chhattisgarh,22,Urban,60+,Female,106.0,268190.43999999994,0.08556143910275103,22946.76,False,245243.67999999993
Assam,18,Urban,45-59,Female,188.0,366149.27,0.3477773149732075,127338.41,False,238810.86000000002
Telangana,36,Urban,60+,Male,67.0,494151.81,0.5233293185751966,258604.13,False,235547.68
Telangana,36,Rural,15-24,Female,131.0,1279314.33,0.8162535316867747,1044244.84,False,235069.4900000001
Haryana,06,Urban,35-44,Male,129.0,977123.47,0.7600309303797605,742644.06,False,234479.40999999992
Chhattisgarh,22,Urban,45-59,Male,189.0,418862.69999999995,0.44036945758120744,184454.34,False,234408.35999999996
Kerala,32,Urban,35-44,Female,112.0,1087418.98,0.7856745704401812,854357.44,False,233061.54000000004
Rajasthan,08,Urban,25-34,Male,340.0,1847444.03,0.87697414573366,1620160.6500000001,False,227283.3799999999
Madhya Pradesh,23,Urban,15-24,Male,401.0,1986063.09,0.8887314199067059,1765076.67,False,220986.42000000016
Tripura,16,Rural,45-59,Male,120.0,276750.78,0.2078493870911583,57522.479999999996,False,219228.30000000005
Chhattisgarh,22,Urban,35-44,Female,183.0,400602.39,0.45551498082674946,182480.39,False,218122.0
Telangana,36,Urban,15-24,Female,148.0,1591260.96,0.863768950882827,1374481.81,False,216779.1499999999
Jammu & Kashmir,01,Rural,25-34,Female,118.0,618248.3499999999,0.6504514569266543,402140.54,False,216107.80999999988
Delhi,07,Urban,15-24,Male,115.0,1403450.8699999996,0.847591985888327,1189553.71,False,213897.15999999968
Tripura,16,Rural,25-34,Female,118.0,277685.04,0.2305337010593009,64015.76000000001,False,213669.27999999997
Jharkhand,20,Urban,60+,Male,102.0,287567.74,0.2570296654277006,73913.44,False,213654.3
Andhra Pradesh,28,Rural,25-34,Male,202.0,2404458.5300000003,0.9126311901914981,2194383.85,False,210074.68000000017
Uttarakhand,05,Urban,15-24,Female,52.0,375819.56999999995,0.44471151409172244,167131.29000000004,False,208688.2799999999
Chhattisgarh,22,Urban,25-34,Female,243.0,549626.78,0.6236396450696963,342769.05000000005,False,206857.72999999998
Chhattisgarh,22,Urban,60+,Male,100.0,234391.14,0.15455746322151934,36226.899999999994,False,198164.24000000002
Madhya Pradesh,23,Urban,25-34,Male,400.0,1993387.3,0.9015129373002426,1797064.44,False,196322.8600000001
Bihar,10,Urban,25-34,Male,254.0,940268.73,0.7948995921623385,747419.23,False,192849.5
Jammu & Kashmir,01,Rural,35-44,Male,125.0,694946.71,0.7246381524707125,503584.89999999997,False,191361.81
Uttarakhand,05,Urban,25-34,Female,66.0,367999.25,0.481414649622248,177160.23000000004,False,190839.01999999996
Andhra Pradesh,28,Rural,15-24,Male,154.0,1840383.6800000002,0.8969132349619617,1650664.48,False,189719.2000000002
Tripura,16,Rural,35-44,Female,103.0,235794.53000000003,0.19779932978089015,46640.0,False,189154.53000000003
Haryana,06,Urban,15-24,Female,112.0,871479.92,0.7849019286640592,684026.27,False,187453.65000000002
Telangana,36,Urban,25-34,Female,186.0,1515823.69,0.8781001173032201,1331044.96,False,184778.72999999998
Rajasthan,08,Urban,35-44,Male,275.0,1274184.03,0.8560460689497105,1090760.23,False,183423.80000000005
Tripura,16,Rural,15-24,Female,98.0,232376.34000000003,0.21192858963180158,49247.19,False,183129.15000000002
Haryana,06,Rural,15-24,Male,151.0,1300402.95,0.8591765959928035,1117275.7799999998,False,183127.17000000016
Kerala,32,Urban,15-24,Male,136.0,1311797.3599999999,0.8638606194481135,1133210.0799999998,False,178587.28000000003
Tripura,16,Rural,25-34,Male,124.0,299442.7899999999,0.4232298597004123,126733.12999999999,False,172709.65999999992
Odisha,21,Urban,15-24,Female,139.0,643523.23,0.7414093816007233,477114.16000000003,False,166409.06999999995
Uttarakhand,05,Urban,45-59,Female,51.0,250536.51,0.3412592839263227,85497.90999999999,False,165038.60000000003
Tamil Nadu,33,Urban,25-34,Male,240.0,2948697.4,0.9445064624128607,2785063.75,False,163633.6499999999
Jammu & Kashmir,01,Rural,15-24,Female,135.0,626475.05,0.7400568147127328,463627.13000000006,False,162847.91999999998
Tripura,16,Rural,60+,Male,74.0,173353.49000000005,0.073502125627814,12741.85,False,160611.64000000004
Kerala,32,Rural,25-34,Female,78.0,984326.0200000001,0.8393687489842035,826212.5000000002,False,158113.5199999999
Assam,18,Urban,60+,Female,111.0,184504.52000000002,0.15320204621545314,28266.47,False,156238.05000000002
Meghalaya,17,Rural,45-59,Female,64.0,189062.64,0.17497867373480028,33081.93,False,155980.71000000002
Assam,18,Urban,35-44,Female,173.0,351364.09,0.5575555544108107,195905.0,False,155459.09000000003
Tripura,16,Rural,15-24,Male,94.0,215598.66000000006,0.28492876532720557,61430.259999999995,False,154168.40000000008
Uttarakhand,05,Rural,15-24,Female,86.0,609706.6699999999,0.7480874860693258,456113.93,False,153592.73999999993
Assam,18,Urban,60+,Male,120.0,212258.41,0.2878024950813492,61088.5,False,151169.91
Tripura,16,Rural,60+,Female,61.0,150593.95000000004,0.012003603066391443,1807.67,False,148786.28000000003
Chhattisgarh,22,Urban,15-24,Male,195.0,403333.1,0.6407733459019356,258445.09999999998,False,144888.0
Odisha,21,Urban,45-59,Male,125.0,602144.9600000001,0.7599320436062438,457589.25,False,144555.71000000008
Chhattisgarh,22,Urban,15-24,Female,184.0,402509.03,0.6421904124734791,258487.44,False,144021.59000000003
Haryana,06,Rural,25-34,Male,189.0,1587616.8100000003,0.9092909894296218,1443605.6600000001,False,144011.15000000014
Andhra Pradesh,28,Urban,15-24,Female,96.0,1051143.0499999998,0.8636115607671099,907779.29,False,143363.75999999978
Jharkhand,20,Urban,35-44,Male,141.0,462484.27,0.6933485326971229,320662.79000000004,False,141821.47999999998
Jammu & Kashmir,01,Urban,45-59,Female,124.0,232663.73,0.39168133339906486,91130.04000000001,False,141533.69
Himachal Pradesh,02,Rural,45-59,Male,81.0,567436.44,0.751401601913335,426372.64999999997,False,141063.78999999998
Karnataka,29,Rural,25-34,Male,300.0,3285426.99,0.9574478536806565,3145625.02,False,139801.9700000002
Telangana,36,Urban,25-34,Male,172.0,1657246.6499999994,0.9157697196129497,1517656.2999999998,False,139590.34999999963
Himachal Pradesh,02,Rural,35-44,Female,62.0,448263.13999999996,0.6951070302144406,311590.86,False,136672.27999999997
Punjab,03,Urban,15-24,Male,149.0,1131558.14,0.8793442376721359,995029.1299999999,False,136529.01
Uttarakhand,05,Urban,35-44,Female,65.0,242531.88,0.44102857735651085,106963.49,False,135568.39
Jharkhand,20,Urban,25-34,Male,162.0,575319.97,0.7650707136065519,440160.46,False,135159.50999999995
Jharkhand,20,Urban,15-24,Female,143.0,475381.6900000001,0.7198285655469816,342193.31999999995,False,133188.37000000017
Tripura,16,Rural,35-44,Male,95.0,220770.01,0.4134762235142354,91283.15,False,129486.86000000002
Jammu & Kashmir,01,Urban,60+,Female,87.0,134854.41,0.0478698471929839,6455.46,False,128398.95
Meghalaya,17,Rural,25-34,Female,99.0,238462.79,0.4667173859703646,111294.73000000001,False,127168.06
Kerala,32,Urban,15-24,Female,114.0,1129425.6500000001,0.8903556953926094,1005590.5599999999,False,123835.0900000002
Uttarakhand,05,Rural,35-44,Male,58.0,428003.02,0.7118100007799011,304656.83,False,123346.19
Assam,18,Urban,45-59,Male,189.0,346142.94000000006,0.6456959659497893,223503.1,False,122639.84000000005
Uttarakhand,05,Urban,25-34,Male,66.0,409064.45999999996,0.7217992000576142,295262.3999999999,False,113802.06000000006
Meghalaya,17,Rural,45-59,Male,65.0,165075.68,0.3136812157914479,51781.14,False,113294.54
Kerala,32,Urban,35-44,Male,100.0,995843.6699999999,0.886983506156142,883296.9099999999,False,112546.76000000001
Himachal Pradesh,02,Rural,25-34,Female,63.0,451919.69000000006,0.7526048931393098,340116.97000000003,False,111802.72000000003
Andhra Pradesh,28,Urban,35-44,Male,106.0,1092009.8399999999,0.8987207569484905,981411.9099999999,False,110597.92999999993
Kerala,32,Rural,15-24,Female,73.0,895622.33,0.8783317294020573,786653.51,False,108968.81999999995
Himachal Pradesh,02,Rural,35-44,Male,65.0,441504.92,0.7535063029422187,332676.74,False,108828.18
Telangana,36,Urban,15-24,Male,135.0,1339244.7100000002,0.9190904700306785,1230887.0499999998,False,108357.66000000038
Odisha,21,Urban,25-34,Male,121.0,515565.52999999997,0.7906543131384287,407634.1099999999,False,107931.42000000004
Meghalaya,17,Rural,15-24,Male,101.0,248202.39,0.5773162780584024,143291.28000000003,False,104911.10999999999
Uttarakhand,05,Rural,15-24,Male,73.0,572798.24,0.8168481453434634,467889.18,False,104909.06
Jammu & Kashmir,01,Rural,15-24,Male,133.0,678829.3200000001,0.8479635057601814,575622.4900000001,False,103206.82999999996
Chhattisgarh,22,Urban,35-44,Male,209.0,455739.23,0.7793697286055449,355189.36,False,100549.87
Odisha,21,Urban,15-24,Male,140.0,763547.26,0.8683802231180818,663049.3400000001,False,100497.91999999993
Uttarakhand,05,Urban,15-24,Male,92.0,483133.06,0.7920993649244372,382689.39,False,100443.66999999998
Meghalaya,17,Rural,25-34,Male,104.0,262902.06,0.6262171928207789,164633.78999999998,False,98268.27000000002
Uttarakhand,05,Rural,25-34,Female,41.0,297849.63,0.6712580102919717,199933.94999999998,False,97915.68000000002
Assam,18,Urban,25-34,Female,189.0,392044.29000000004,0.7504094499118963,294193.74,False,97850.55000000005
Manipur,14,Rural,45-59,Female,144.0,179671.65999999997,0.4711435849148386,84651.15,False,95020.50999999998
Karnataka,29,Urban,35-44,Male,182.0,2076228.2599999998,0.9544151951770465,1981583.7999999996,False,94644.4600000002
Haryana,06,Urban,15-24,Male,121.0,1013943.1699999999,0.9083749042858094,921040.53,False,92902.6399999999
Uttarakhand,05,Urban,45-59,Male,58.0,214235.90000000002,0.5700171166457161,122118.12999999999,False,92117.77000000003
Chhattisgarh,22,Urban,25-34,Male,216.0,496803.54000000004,0.8155443296559441,405165.31000000006,False,91638.22999999998
Andhra Pradesh,28,Urban,25-34,Male,120.0,1297249.6400000001,0.9305920177399317,1207210.1600000001,False,90039.47999999998
Andhra Pradesh,28,Urban,15-24,Male,100.0,940709.62,0.9048762039873686,851225.75,False,89483.87
Haryana,06,Urban,25-34,Male,127.0,1303657.26,0.9322150133233639,1215288.87,False,88368.3899999999
Telangana,36,Rural,15-24,Male,137.0,1312036.92,0.9329687765188803,1224089.48,False,87947.43999999994
Odisha,21,Urban,35-44,Male,122.0,547649.9199999999,0.841789185324815,461005.78,False,86644.1399999999
Uttarakhand,05,Urban,60+,Male,28.0,113142.24,0.2345707491737834,26539.860000000004,True,86602.38
Kerala,32,Urban,25-34,Female,112.0,1038390.02,0.9167574819334261,951951.82,False,86438.20000000007
Jammu & Kashmir,01,Rural,25-34,Male,110.0,662385.0999999997,0.8717162116116439,577411.8299999997,False,84973.27000000002
Meghalaya,17,Rural,15-24,Female,86.0,213483.17000000004,0.602878671887812,128704.45000000001,False,84778.72000000003
Meghalaya,17,Rural,35-44,Female,57.0,120560.13,0.30536753734422817,36815.15,False,83744.98000000001
Manipur,14,Rural,60+,Male,76.0,97032.07,0.1380717735899069,13397.39,False,83634.68000000001
Telangana,36,Urban,35-44,Male,171.0,1220636.8399999999,0.9316317537982879,1137184.04,False,83452.79999999981
Kerala,32,Rural,15-24,Male,85.0,1073043.5999999999,0.924379344884029,991899.3399999999,False,81144.26000000001
Assam,18,Urban,35-44,Male,181.0,430215.76,0.8170820380917705,351521.57,False,78694.19
Jammu & Kashmir,01,Urban,45-59,Male,135.0,238967.94999999998,0.6736456081244367,160979.71,False,77988.23999999999
Manipur,14,Rural,60+,Female,68.0,91123.11,0.15539976631614089,14160.51,False,76962.6
Jammu & Kashmir,01,Urban,60+,Male,91.0,129962.08,0.41446858960706073,53865.2,False,76096.88
Uttarakhand,05,Urban,60+,Female,29.0,95644.19,0.21250836041373763,20325.190000000002,True,75319.0
Tripura,16,Urban,45-59,Female,57.0,85001.47,0.12162295546182908,10338.130000000001,False,74663.34
Tripura,16,Urban,15-24,Female,62.0,103076.80000000002,0.30686914999301484,31631.089999999997,False,71445.71000000002
Arunachal Pradesh,12,Rural,45-59,Female,136.0,88219.12000000001,0.2291608667146079,20216.370000000003,False,68002.75
Uttarakhand,05,Urban,35-44,Male,54.0,284785.97,0.7629548253377793,217278.83000000002,False,67507.13999999996
Uttarakhand,05,Rural,25-34,Male,67.0,523908.09,0.8711883987132171,456422.65,False,67485.44
Puducherry,34,Urban,45-59,Female,25.0,88661.63,0.25206507031282865,22348.5,True,66313.13
Tripura,16,Urban,35-44,Male,43.0,82998.11000000002,0.21512863365201926,17855.27,False,65142.84000000001
Meghalaya,17,Rural,60+,Male,34.0,80758.68000000001,0.2032176603183707,16411.59,False,64347.09000000001
Tripura,16,Urban,35-44,Female,48.0,80271.4,0.21710497138457782,17427.32,False,62844.079999999994
Jammu & Kashmir,01,Urban,35-44,Female,107.0,195662.26,0.6826399224868402,133566.87,False,62095.390000000014
Telangana,36,Rural,25-34,Male,131.0,1299900.2800000003,0.9525061568568934,1238163.02,False,61737.26000000024
Assam,18,Urban,15-24,Female,176.0,387666.88,0.8421709381002577,326481.78,False,61185.09999999998
Manipur,14,Rural,15-24,Female,150.0,197186.31,0.6912499148647795,136305.02000000002,False,60881.28999999998
Tripura,16,Urban,25-34,Female,37.0,69657.78,0.12749401430823665,8880.95,False,60776.83
Arunachal Pradesh,12,Rural,60+,Male,86.0,60705.37999999998,0.015453819743818428,938.13,False,59767.249999999985
Uttar Pradesh,09,Rural,60+,Transgender,5.0,59714.06,0.0,0.0,True,59714.06
Tripura,16,Urban,25-34,Male,44.0,84421.16,0.296011568663591,24989.640000000003,False,59431.520000000004
Tripura,16,Urban,45-59,Male,55.0,82507.33000000002,0.2891636415819055,23858.120000000003,False,58649.210000000014
Manipur,14,Urban,60+,Female,82.0,66094.08,0.12299891306452862,8129.5,False,57964.58
Manipur,14,Urban,60+,Male,84.0,63177.560000000005,0.1534812360591324,9696.570000000002,False,53480.990000000005
Tripura,16,Urban,60+,Female,36.0,53262.35999999999,0.0,0.0,False,53262.35999999999
Kerala,32,Urban,25-34,Male,98.0,952610.97,0.9442055763854998,899460.5900000001,False,53150.37999999989
Nagaland,13,Rural,60+,Male,58.0,54784.87,0.05026150468185833,2753.57,False,52031.3
Manipur,14,Rural,25-34,Female,117.0,146368.88,0.6490081088275048,94994.59,False,51374.29000000001
Manipur,14,Rural,45-59,Male,148.0,188059.31,0.7268546821744694,136691.79,False,51367.51999999999
Manipur,14,Urban,45-59,Female,113.0,82926.49999999999,0.38618511573501846,32024.980000000003,False,50901.51999999998
Meghalaya,17,Rural,60+,Female,29.0,62642.88,0.20477826051420372,12827.900000000001,True,49814.979999999996
Puducherry,34,Rural,60+,Female,14.0,49598.42999999999,0.0,0.0,True,49598.42999999999
Jammu & Kashmir,01,Urban,35-44,Male,114.0,227323.93,0.7832029386435472,178040.77000000002,False,49283.159999999974
Tamil Nadu,33,Rural,25-34,Transgender,3.0,67636.5,0.2724268701071167,18426.0,True,49210.5
Manipur,14,Rural,15-24,Male,158.0,212075.61,0.7707166797728414,163450.21,False,48625.399999999994
Nagaland,13,Rural,45-59,Female,62.0,55754.64,0.13403853024609252,7473.27,False,48281.369999999995
Puducherry,34,Rural,60+,Male,11.0,50034.38,0.037489222410670424,1875.75,True,48158.63
Chandigarh,04,Urban,45-59,Female,11.0,66798.68,0.29057640061150913,19410.120000000003,True,47388.55999999999
Nagaland,13,Rural,60+,Female,57.0,49172.05,0.05368395257061684,2639.75,False,46532.3
Arunachal Pradesh,12,Rural,60+,Female,69.0,46455.599999999984,0.0,0.0,False,46455.599999999984
Goa,30,Rural,60+,Male,10.0,46096.01,0.0,0.0,True,46096.01
Arunachal Pradesh,12,Rural,45-59,Male,121.0,80050.66,0.42851139515901554,34302.62,False,45748.04
Manipur,14,Rural,35-44,Female,108.0,134901.09,0.6634268855796496,89497.01000000001,False,45404.07999999999
Tripura,16,Urban,60+,Male,35.0,52416.53999999999,0.14030895591353418,7354.51,False,45062.02999999999
Himachal Pradesh,02,Rural,15-24,Male,54.0,400295.21,0.8876877142746725,355337.1400000001,False,44958.06999999995
Maharashtra,27,Rural,35-44,Transgender,4.0,44837.009999999995,0.0,0.0,True,44837.009999999995
Goa,30,Rural,45-59,Male,19.0,84201.27,0.46932783792928534,39518.0,True,44683.270000000004
Arunachal Pradesh,12,Rural,15-24,Male,136.0,93499.95,0.5362587894432029,50140.17,False,43359.78
Goa,30,Rural,45-59,Female,14.0,60313.899999999994,0.2837158598598334,17112.010000000002,True,43201.88999999999
Himachal Pradesh,02,Rural,15-24,Female,42.0,303493.22000000003,0.863387392970426,262032.21999999997,False,41461.00000000006
Arunachal Pradesh,12,Rural,25-34,Female,132.0,94430.76999999999,0.5621268364114792,53082.07000000001,False,41348.69999999998
Meghalaya,17,Rural,35-44,Male,58.0,132875.94,0.6991581019106996,92901.29000000001,False,39974.649999999994
Himachal Pradesh,02,Urban,45-59,Female,49.0,71477.07,0.4490006375471182,32093.25,False,39383.82000000001
Karnataka,29,Urban,25-34,Male,229.0,2764035.84,0.9857734948907174,2724713.2699999996,False,39322.5700000003
Assam,18,Urban,15-24,Male,163.0,357437.73,0.8915977616576741,318690.68000000005,False,38747.04999999993
D&N Haveli & Daman & Diu,25,Urban,35-44,Female,16.0,50106.31,0.22967466572573395,11508.15,True,38598.159999999996
Chandigarh,04,Urban,35-44,Female,9.0,55491.740000000005,0.3470527325328058,19258.56,True,36233.18000000001
Nagaland,13,Rural,45-59,Male,64.0,60198.44000000001,0.40606783165809607,24444.65,False,35753.79000000001
Arunachal Pradesh,12,Rural,15-24,Female,132.0,75109.95999999999,0.5249914924731688,39432.090000000004,False,35677.86999999999
Delhi,07,Rural,25-34,Female,38.0,52634.46000000001,0.3458994354649026,18206.23,False,34428.23000000001
Puducherry,34,Urban,45-59,Male,22.0,54959.88,0.37601974385679154,20666.0,True,34293.88
Assam,18,Urban,25-34,Male,179.0,409204.4,0.9166854022097515,375111.70000000007,False,34092.69999999995
Jammu & Kashmir,01,Urban,25-34,Female,140.0,236398.87,0.8597122735823569,203235.01,False,33163.859999999986
Himachal Pradesh,02,Urban,60+,Female,34.0,48795.37,0.33070125300822595,16136.689999999999,False,32658.680000000004
Arunachal Pradesh,12,Rural,35-44,Female,103.0,63825.649999999994,0.48933837728248764,31232.340000000004,False,32593.30999999999
Goa,30,Urban,35-44,Female,8.0,45924.380000000005,0.2998869010316525,13772.120000000003,True,32152.260000000002
Sikkim,11,Rural,45-59,Female,59.0,47448.310000000005,0.32281297268543385,15316.93,False,32131.380000000005
Jharkhand,20,Urban,15-24,Male,179.0,536623.21,0.9412473977784154,505095.20000000007,False,31528.009999999893
Manipur,14,Urban,35-44,Female,98.0,73517.26999999999,0.5721784826884895,42065.0,False,31452.26999999999
Manipur,14,Rural,25-34,Male,142.0,169735.99,0.8236688047125421,139806.24,False,29929.75
D&N Haveli & Daman & Diu,25,Urban,25-34,Female,19.0,68986.94,0.5727829064457708,39514.54,True,29472.4
Goa,30,Urban,45-59,Male,10.0,62967.619999999995,0.5367014030385776,33794.81,True,29172.809999999998
Arunachal Pradesh,12,Rural,25-34,Male,134.0,89825.62,0.6752288489631355,60652.850000000006,False,29172.76999999999
Andaman & N. Islands,35,Rural,45-59,Female,20.0,31705.440000000002,0.10003993005616701,3171.81,True,28533.63
Delhi,07,Rural,25-34,Male,51.0,73212.47,0.6108904671567562,44724.8,False,28487.67
Nagaland,13,Rural,35-44,Female,74.0,63249.219999999994,0.5530869787801336,34982.32,False,28266.899999999994
Andaman & N. Islands,35,Rural,45-59,Male,18.0,36208.71,0.22098992203809525,8001.76,True,28206.949999999997
Goa,30,Urban,60+,Female,7.0,50973.73999999999,0.4543147118496701,23158.12,True,27815.61999999999
Andaman & N. Islands,35,Rural,35-44,Female,15.0,31489.530000000002,0.12183827449949236,3836.63,True,27652.9
Tripura,16,Urban,15-24,Male,36.0,53857.26999999999,0.48815860885633466,26290.890000000003,False,27566.379999999986
Delhi,07,Rural,45-59,Female,36.0,46002.2,0.4012210285595037,18457.05,False,27545.149999999998
Delhi,07,Rural,45-59,Male,43.0,55992.42,0.5138459812953253,28771.48,False,27220.94
Bihar,10,Rural,35-44,Transgender,2.0,26233.82,0.0,0.0,True,26233.82
Madhya Pradesh,23,Rural,15-24,Transgender,1.0,25380.0,0.0,0.0,True,25380.0
Arunachal Pradesh,12,Rural,35-44,Male,110.0,73356.64000000001,0.6575515181720426,48235.77,False,25120.870000000017
Himachal Pradesh,02,Urban,60+,Male,34.0,55714.43,0.5520797753831458,30758.809999999998,False,24955.620000000003
